ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol,delta,cvd
2025-05-07 22:00:34.028905789+00:00,0,1,42003627,T,B,0,5642.75,1,0,16082,211623243,MESM5,1,64
2025-05-07 22:00:34.640562509+00:00,0,1,42003627,T,B,0,5642.75,1,0,16452,211623342,MESM5,1,65
2025-05-07 22:00:34.981086583+00:00,0,1,42003627,T,A,0,5642.25,5,0,15556,211623377,MESM5,-5,60
2025-05-07 22:00:34.995168759+00:00,0,1,42003627,T,B,0,5642.75,1,0,14994,211623385,MESM5,1,61
2025-05-07 22:00:35.135723063+00:00,0,1,42003627,T,B,0,5642.75,1,0,16070,211623399,MESM5,1,62
2025-05-07 22:00:36.038114721+00:00,0,1,42003627,T,B,0,5643.0,2,0,15913,211623599,MESM5,2,64
2025-05-07 22:00:36.114402437+00:00,0,1,42003627,T,A,0,5642.5,1,0,16607,211623604,MESM5,-1,63
2025-05-07 22:00:36.259364265+00:00,0,1,42003627,T,A,0,5642.5,1,0,11698,211623672,MESM5,-1,62
2025-05-07 22:00:36.259611225+00:00,0,1,42003627,T,A,0,5642.5,1,0,11276,211623675,MESM5,-1,61
2025-05-07 22:00:36.364764083+00:00,0,1,42003627,T,A,0,5642.25,1,0,14376,211623714,MESM5,-1,60
2025-05-07 22:00:36.545862779+00:00,0,1,42003627,T,B,0,5642.75,1,0,15807,211623723,MESM5,1,61
2025-05-07 22:00:36.566973623+00:00,0,1,42003627,T,B,0,5642.75,1,0,17588,211623725,MESM5,1,62
2025-05-07 22:00:38.142483251+00:00,0,1,42003627,T,A,0,5642.25,3,0,15889,211624147,MESM5,-3,59
2025-05-07 22:00:39.216674875+00:00,0,1,42003627,T,B,0,5642.75,2,0,15012,211624228,MESM5,2,61
2025-05-07 22:00:41.057661855+00:00,0,1,42003627,T,A,0,5642.25,1,0,15426,211625209,MESM5,-1,60
2025-05-07 22:00:41.378088767+00:00,0,1,42003627,T,B,0,5642.5,1,0,14025,211625233,MESM5,1,61
2025-05-07 22:00:42.646456665+00:00,0,1,42003627,T,A,0,5642.25,1,0,14574,211625335,MESM5,-1,60
2025-05-07 22:00:43.259199623+00:00,0,1,42003627,T,A,0,5642.25,1,0,15059,211625384,MESM5,-1,59
2025-05-07 22:00:44.199688217+00:00,0,1,42003627,T,B,0,5642.5,3,0,15018,211625574,MESM5,3,62
2025-05-07 22:00:44.199688217+00:00,0,1,42003627,T,B,0,5642.75,2,0,15018,211625574,MESM5,2,64
2025-05-07 22:00:44.427212483+00:00,0,1,42003627,T,A,0,5642.25,1,0,14899,211625585,MESM5,-1,63
2025-05-07 22:00:44.441809025+00:00,0,1,42003627,T,A,0,5642.25,1,0,14140,211625587,MESM5,-1,62
2025-05-07 22:00:44.798980301+00:00,0,1,42003627,T,A,0,5642.25,1,0,15372,211625669,MESM5,-1,61
2025-05-07 22:00:44.994908599+00:00,0,1,42003627,T,A,0,5642.25,1,0,15045,211625682,MESM5,-1,60
2025-05-07 22:00:45.222673543+00:00,0,1,42003627,T,B,0,5642.75,1,0,13918,211625728,MESM5,1,61
2025-05-07 22:00:46.571799077+00:00,0,1,42003627,T,B,0,5642.5,1,0,13795,211625872,MESM5,1,62
2025-05-07 22:00:47.246054763+00:00,0,1,42003627,T,B,0,5642.5,1,0,16480,211625965,MESM5,1,63
2025-05-07 22:00:47.282397897+00:00,0,1,42003627,T,A,0,5642.25,1,0,12943,211625981,MESM5,-1,62
2025-05-07 22:00:47.363373437+00:00,0,1,42003627,T,A,0,5642.0,3,0,15633,211626046,MESM5,-3,59
2025-05-07 22:00:47.384608113+00:00,0,1,42003627,T,B,0,5642.5,2,0,14917,211626051,MESM5,2,61
2025-05-07 22:00:47.681475211+00:00,0,1,42003627,T,A,0,5642.0,2,0,14244,211626209,MESM5,-2,59
2025-05-07 22:00:48.676276993+00:00,0,1,42003627,T,A,0,5642.0,1,0,16580,211626238,MESM5,-1,58
2025-05-07 22:00:48.805892825+00:00,0,1,42003627,T,A,0,5642.0,3,0,16008,211626240,MESM5,-3,55
2025-05-07 22:00:48.854318153+00:00,0,1,42003627,T,A,0,5642.0,1,0,15785,211626246,MESM5,-1,54
2025-05-07 22:00:48.936313905+00:00,0,1,42003627,T,A,0,5642.0,1,0,15556,211626252,MESM5,-1,53
2025-05-07 22:00:49.467215115+00:00,0,1,42003627,T,A,0,5642.0,3,0,15593,211626316,MESM5,-3,50
2025-05-07 22:00:49.467215115+00:00,0,1,42003627,T,A,0,5641.75,2,0,15593,211626316,MESM5,-2,48
2025-05-07 22:00:49.515244055+00:00,0,1,42003627,T,B,0,5642.25,1,0,13948,211626393,MESM5,1,49
2025-05-07 22:00:50.025854667+00:00,0,1,42003627,T,A,0,5642.0,3,0,15961,211626463,MESM5,-3,46
2025-05-07 22:00:50.054314419+00:00,0,1,42003627,T,B,0,5642.25,3,0,16070,211626478,MESM5,3,49
2025-05-07 22:00:51.443148955+00:00,0,1,42003627,T,A,0,5642.0,1,0,15917,211626664,MESM5,-1,48
2025-05-07 22:00:51.999812265+00:00,0,1,42003627,T,A,0,5642.0,2,0,14601,211626716,MESM5,-2,46
2025-05-07 22:00:52.248324725+00:00,0,1,42003627,T,B,0,5642.5,1,0,16441,211626732,MESM5,1,47
2025-05-07 22:00:54.139963921+00:00,0,1,42003627,T,A,0,5642.0,1,0,16196,211626874,MESM5,-1,46
2025-05-07 22:00:54.318111579+00:00,0,1,42003627,T,A,0,5642.0,1,0,19042,211626877,MESM5,-1,45
2025-05-07 22:00:54.830239131+00:00,0,1,42003627,T,A,0,5642.0,1,0,14317,211626948,MESM5,-1,44
2025-05-07 22:00:55.013415613+00:00,0,1,42003627,T,A,0,5642.0,1,0,14963,211627028,MESM5,-1,43
2025-05-07 22:00:55.865229195+00:00,0,1,42003627,T,A,0,5642.0,5,0,15129,211627078,MESM5,-5,38
2025-05-07 22:00:55.885473579+00:00,0,1,42003627,T,B,0,5642.25,1,0,14548,211627081,MESM5,1,39
2025-05-07 22:00:56.602972599+00:00,0,1,42003627,T,A,0,5642.0,1,0,13816,211627109,MESM5,-1,38
2025-05-07 22:00:58.061422661+00:00,0,1,42003627,T,A,0,5642.0,1,0,16199,211627257,MESM5,-1,37
2025-05-07 22:00:58.257929465+00:00,0,1,42003627,T,A,0,5642.0,1,0,14311,211627267,MESM5,-1,36
2025-05-07 22:00:58.467794159+00:00,0,1,42003627,T,A,0,5642.0,1,0,14771,211627271,MESM5,-1,35
2025-05-07 22:00:59.009664253+00:00,0,1,42003627,T,B,0,5642.25,1,0,15616,211627312,MESM5,1,36
2025-05-07 22:00:59.241277261+00:00,0,1,42003627,T,A,0,5642.0,4,0,14103,211627338,MESM5,-4,32
2025-05-07 22:00:59.241509801+00:00,0,1,42003627,T,B,0,5642.0,21,0,13594,211627340,MESM5,21,53
2025-05-07 22:00:59.852864037+00:00,0,1,42003627,T,B,0,5642.0,1,0,17137,211627421,MESM5,1,54
