timestamp,open,high,low,close,volume,delta,cvd_open,cvd_high,cvd_low,cvd_close,ha_open,ha_high,ha_low,ha_close,ha_cvd_open,ha_cvd_high,ha_cvd_low,ha_cvd_close
2025-07-14 13:49:00+00:00,6292.5,6294.75,6292.25,6294.25,4189,965,-2619,-1626,-2620,-1657,6293.4375,6287.873405218124,6294.75,6287.873405218124,-2130.5,-3494.433268070221,-1626.0,-3494.433268070221
2025-07-14 13:50:00+00:00,6294.5,6296.5,6293.5,6294.5,3961,557,-1656,-834,-1656,-1100,6294.75,6290.655452609062,6296.5,6290.655452609062,-1311.5,-2812.4666340351105,-834.0,-2812.4666340351105
2025-07-14 13:51:00+00:00,6294.5,6297.25,6294.5,6297.25,3054,790,-1101,-309,-1148,-310,6295.875,6292.702726304531,6297.25,6292.702726304531,-717.0,-2061.9833170175552,-309.0,-2061.9833170175552
2025-07-14 13:52:00+00:00,6297.25,6297.25,6293.5,6294.0,3564,-738,-309,-295,-1123,-1048,6295.5,6294.288863152266,6297.25,6293.5,-693.75,-1389.4916585087776,-295.0,-1389.4916585087776
2025-07-14 13:53:00+00:00,6294.0,6294.25,6291.5,6293.5,3228,-326,-1021,-1020,-1653,-1374,6293.3125,6294.894431576133,6294.894431576133,6291.5,-1267.0,-1041.6208292543888,-1020.0,-1653.0
2025-07-14 13:54:00+00:00,6293.5,6295.0,6293.25,6294.75,1385,327,-1375,-1042,-1376,-1047,6294.125,6294.103465788066,6295.0,6293.25,-1210.0,-1154.3104146271944,-1042.0,-1376.0
2025-07-14 13:55:00+00:00,6294.5,6295.0,6290.25,6291.25,2753,-753,-1048,-1017,-1872,-1800,6292.75,6294.114232894033,6295.0,6290.25,-1434.25,-1182.1552073135972,-1017.0,-1872.0
2025-07-14 13:56:00+00:00,6291.25,6292.25,6289.5,6291.25,2799,-351,-1799,-1675,-2302,-2151,6291.0625,6293.432116447017,6293.432116447017,6289.5,-1981.75,-1308.2026036567986,-1308.2026036567986,-2302.0
2025-07-14 13:57:00+00:00,6291.5,6291.5,6288.5,6288.5,1828,-432,-2135,-1990,-2589,-2583,6290.0,6292.247308223508,6292.247308223508,6288.5,-2324.25,-1644.9763018283993,-1644.9763018283993,-2589.0
2025-07-14 13:58:00+00:00,6288.25,6290.25,6287.5,6289.5,2718,142,-2585,-2363,-2918,-2441,6288.875,6291.123654111754,6291.123654111754,6287.5,-2576.75,-1984.6131509141997,-1984.6131509141997,-2918.0
2025-07-14 13:59:00+00:00,6289.5,6290.25,6288.25,6289.0,1722,36,-2436,-2192,-2453,-2405,6289.25,6289.999327055877,6290.25,6288.25,-2371.5,-2280.6815754571,-2192.0,-2453.0
2025-07-14 14:00:00+00:00,6289.25,6291.0,6287.75,6288.5,3231,331,-2368,-1879,-2391,-2074,6289.125,6289.6246635279385,6291.0,6287.75,-2178.0,-2326.09078772855,-1879.0,-2391.0
2025-07-14 14:01:00+00:00,6288.5,6288.5,6285.75,6286.75,3837,-523,-2073,-2073,-2768,-2597,6287.375,6289.374831763969,6289.374831763969,6285.75,-2377.75,-2252.045393864275,-2073.0,-2768.0
2025-07-14 14:02:00+00:00,6286.75,6289.75,6286.25,6289.0,2571,589,-2599,-1907,-2606,-2008,6287.9375,6288.374915881985,6289.75,6286.25,-2280.0,-2314.8976969321375,-1907.0,-2606.0
2025-07-14 14:03:00+00:00,6289.0,6289.5,6287.75,6288.75,1326,-34,-1999,-1858,-2046,-2042,6288.75,6288.156207940992,6289.5,6287.75,-1986.25,-2297.4488484660687,-1858.0,-2297.4488484660687
2025-07-14 14:04:00+00:00,6288.75,6291.0,6288.5,6291.0,2331,497,-2043,-1545,-2045,-1545,6289.8125,6288.453103970496,6291.0,6288.453103970496,-1794.5,-2141.8494242330344,-1545.0,-2141.8494242330344
2025-07-14 14:05:00+00:00,6291.0,6291.0,6288.25,6288.5,2277,61,-1535,-1307,-1601,-1484,6289.6875,6289.132801985248,6291.0,6288.25,-1481.75,-1968.1747121165172,-1307.0,-1968.1747121165172
2025-07-14 14:06:00+00:00,6288.5,6290.5,6287.75,6290.25,1457,-97,-1485,-1480,-1654,-1581,6289.25,6289.410150992624,6290.5,6287.75,-1550.0,-1724.9623560582586,-1480.0,-1724.9623560582586
2025-07-14 14:07:00+00:00,6290.25,6292.75,6290.0,6292.25,3074,808,-1579,-649,-1579,-773,6291.3125,6289.330075496312,6292.75,6289.330075496312,-1145.0,-1637.4811780291293,-649.0,-1637.4811780291293
2025-07-14 14:08:00+00:00,6292.25,6292.75,6290.0,6290.25,1926,-174,-774,-689,-966,-947,6291.3125,6290.3212877481565,6292.75,6290.0,-844.0,-1391.2405890145646,-689.0,-1391.2405890145646
2025-07-14 14:09:00+00:00,6290.0,6291.75,6289.75,6291.25,1132,80,-948,-837,-1032,-867,6290.6875,6290.816893874078,6291.75,6289.75,-921.0,-1117.6202945072823,-837.0,-1117.6202945072823
2025-07-14 14:10:00+00:00,6291.25,6292.5,6290.25,6290.25,1439,137,-866,-642,-935,-730,6291.0625,6290.752196937039,6292.5,6290.25,-793.25,-1019.3101472536412,-642.0,-1019.3101472536412
2025-07-14 14:11:00+00:00,6290.25,6291.5,6289.75,6291.0,800,-34,-737,-737,-801,-764,6290.625,6290.90734846852,6291.5,6289.75,-759.75,-906.2800736268206,-737.0,-906.2800736268206
2025-07-14 14:12:00+00:00,6290.75,6291.0,6286.0,6286.25,4455,-1337,-765,-755,-2106,-2101,6288.5,6290.76617423426,6291.0,6286.0,-1431.75,-833.0150368134102,-755.0,-2106.0
2025-07-14 14:13:00+00:00,6286.0,6291.5,6284.75,6291.0,4690,-340,-2103,-2103,-3131,-2441,6288.3125,6289.63308711713,6291.5,6284.75,-2444.5,-1132.382518406705,-1132.382518406705,-3131.0
2025-07-14 14:14:00+00:00,6291.0,6292.0,6289.5,6292.0,1863,205,-2444,-2236,-2583,-2236,6291.125,6288.972793558565,6292.0,6288.972793558565,-2374.75,-1788.4412592033525,-1788.4412592033525,-2583.0
2025-07-14 14:15:00+00:00,6292.0,6294.0,6291.75,6294.0,3452,1122,-2233,-1114,-2233,-1114,6292.9375,6290.048896779283,6294.0,6290.048896779283,-1673.5,-2081.595629601676,-1114.0,-2233.0
2025-07-14 14:16:00+00:00,6293.75,6295.25,6292.75,6294.75,2671,761,-1115,-348,-1115,-353,6294.125,6291.493198389641,6295.25,6291.493198389641,-732.75,-1877.547814800838,-348.0,-1877.547814800838
2025-07-14 14:17:00+00:00,6295.0,6297.25,6294.5,6295.75,2791,477,-352,422,-357,124,6295.625,6292.809099194821,6297.25,6292.809099194821,-40.75,-1305.148907400419,422.0,-1305.148907400419
2025-07-14 14:18:00+00:00,6295.75,6296.5,6295.0,6295.5,1414,-88,120,155,12,36,6295.6875,6294.217049597411,6296.5,6294.217049597411,80.75,-672.9494537002095,155.0,-672.9494537002095
2025-07-14 14:19:00+00:00,6295.5,6296.0,6294.0,6295.25,1528,-444,24,24,-479,-408,6295.1875,6294.952274798705,6296.0,6294.0,-209.75,-296.09972685010473,24.0,-479.0
2025-07-14 14:20:00+00:00,6295.25,6296.0,6294.25,6296.0,1537,275,-407,-133,-407,-133,6295.375,6295.069887399352,6296.0,6294.25,-270.0,-252.92486342505237,-133.0,-407.0
2025-07-14 14:21:00+00:00,6296.0,6299.5,6296.0,6299.0,6435,1433,-132,1536,-132,1300,6297.625,6295.222443699677,6299.5,6295.222443699677,643.0,-261.46243171252615,1536.0,-261.46243171252615
2025-07-14 14:22:00+00:00,6299.25,6299.75,6298.5,6299.0,2103,-373,1301,1310,927,927,6299.125,6296.423721849838,6299.75,6296.423721849838,1116.25,190.76878414373692,1310.0,190.76878414373692
2025-07-14 14:23:00+00:00,6299.25,6299.75,6298.25,6298.25,1588,218,928,1253,916,1145,6298.875,6297.774360924919,6299.75,6297.774360924919,1060.5,653.5093920718684,1253.0,653.5093920718684
2025-07-14 14:24:00+00:00,6298.25,6298.5,6296.75,6298.0,1842,-492,1144,1150,561,653,6297.875,6298.32468046246,6298.5,6296.75,877.0,857.0046960359342,1150.0,561.0
2025-07-14 14:25:00+00:00,6298.0,6298.25,6294.0,6294.5,3512,-694,655,734,-123,-41,6296.1875,6298.09984023123,6298.25,6294.0,306.25,867.002348017967,867.002348017967,-123.0
2025-07-14 14:26:00+00:00,6294.5,6295.5,6294.0,6295.25,1696,160,-38,126,-58,119,6294.8125,6297.143670115614,6297.143670115614,6294.0,37.25,586.6261740089835,586.6261740089835,-58.0
2025-07-14 14:27:00+00:00,6295.0,6295.0,6291.25,6292.25,3826,-1260,110,110,-1342,-1141,6293.375,6295.978085057807,6295.978085057807,6291.25,-565.75,311.93808700449176,311.93808700449176,-1342.0
2025-07-14 14:28:00+00:00,6292.25,6292.25,6288.25,6289.25,4127,-861,-1157,-1157,-2304,-2002,6290.5,6294.676542528903,6294.676542528903,6288.25,-1655.0,-126.90595649775412,-126.90595649775412,-2304.0
2025-07-14 14:29:00+00:00,6289.0,6289.75,6288.25,6289.25,2485,-427,-2003,-2003,-2499,-2429,6289.0625,6292.588271264452,6292.588271264452,6288.25,-2233.5,-890.9529782488771,-890.9529782488771,-2499.0
2025-07-14 14:30:00+00:00,6289.25,6291.0,6287.5,6290.25,3904,462,-2433,-1953,-2573,-1967,6289.5,6290.825385632226,6291.0,6287.5,-2231.5,-1562.2264891244386,-1562.2264891244386,-2573.0
2025-07-14 14:31:00+00:00,6290.25,6291.5,6289.25,6289.75,2266,-60,-1966,-1866,-2042,-2027,6290.1875,6290.162692816113,6291.5,6289.25,-1975.25,-1896.8632445622193,-1866.0,-2042.0
2025-07-14 14:32:00+00:00,6289.25,6289.5,6286.0,6287.75,4144,-686,-2030,-2023,-2891,-2713,6288.125,6290.175096408057,6290.175096408057,6286.0,-2414.25,-1936.0566222811096,-1936.0566222811096,-2891.0
2025-07-14 14:33:00+00:00,6287.5,6289.25,6286.75,6287.0,1890,36,-2726,-2434,-2728,-2677,6287.625,6289.150048204028,6289.25,6286.75,-2641.25,-2175.1533111405547,-2175.1533111405547,-2728.0
2025-07-14 14:34:00+00:00,6287.0,6288.75,6286.25,6288.25,2352,-360,-2681,-2678,-3174,-3037,6287.5625,6288.387524102014,6288.75,6286.25,-2892.5,-2408.2016555702776,-2408.2016555702776,-3174.0
2025-07-14 14:35:00+00:00,6288.25,6290.5,6287.5,6290.0,2453,367,-3038,-2658,-3172,-2670,6289.0625,6287.975012051007,6290.5,6287.5,-2884.5,-2650.350827785139,-2650.350827785139,-3172.0
2025-07-14 14:36:00+00:00,6290.0,6291.25,6289.25,6289.75,1564,152,-2667,-2449,-2667,-2518,6290.0625,6288.5187560255035,6291.25,6288.5187560255035,-2575.25,-2767.4254138925694,-2449.0,-2767.4254138925694
2025-07-14 14:37:00+00:00,6290.0,6292.75,6290.0,6291.5,2354,648,-2509,-1762,-2533,-1870,6291.0625,6289.290628012752,6292.75,6289.290628012752,-2168.5,-2671.337706946285,-1762.0,-2671.337706946285
2025-07-14 14:38:00+00:00,6291.25,6292.5,6290.75,6292.25,1421,33,-1871,-1804,-1973,-1837,6291.6875,6290.176564006376,6292.5,6290.176564006376,-1871.25,-2419.9188534731425,-1804.0,-2419.9188534731425
2025-07-14 14:39:00+00:00,6292.0,6292.75,6290.75,6291.25,1059,15,-1841,-1721,-1847,-1822,6291.6875,6290.9320320031875,6292.75,6290.75,-1807.75,-2145.584426736571,-1721.0,-2145.584426736571
2025-07-14 14:40:00+00:00,6291.5,6293.0,6290.25,6292.25,1597,121,-1821,-1694,-1949,-1701,6291.75,6291.309766001594,6293.0,6290.25,-1791.25,-1976.6672133682855,-1694.0,-1976.6672133682855
2025-07-14 14:41:00+00:00,6292.25,6293.5,6291.5,6293.0,1101,37,-1700,-1644,-1828,-1664,6292.5625,6291.529883000797,6293.5,6291.5,-1709.0,-1883.9586066841428,-1644.0,-1883.9586066841428
2025-07-14 14:42:00+00:00,6292.75,6293.25,6291.5,6293.0,1103,-173,-1665,-1617,-1855,-1837,6292.625,6292.046191500398,6293.25,6291.5,-1743.5,-1796.4793033420715,-1617.0,-1855.0
2025-07-14 14:43:00+00:00,6293.0,6293.5,6291.25,6292.0,1326,-138,-1834,-1709,-2041,-1975,6292.4375,6292.335595750199,6293.5,6291.25,-1889.75,-1769.9896516710357,-1709.0,-2041.0
2025-07-14 14:44:00+00:00,6292.0,6292.75,6291.25,6292.25,763,25,-1974,-1946,-2005,-1950,6292.0625,6292.3865478750995,6292.75,6291.25,-1968.75,-1829.869825835518,-1829.869825835518,-2005.0
2025-07-14 14:45:00+00:00,6292.25,6294.0,6291.25,6293.75,1625,89,-1949,-1850,-2100,-1861,6292.8125,6292.22452393755,6294.0,6291.25,-1940.0,-1899.309912917759,-1850.0,-2100.0
2025-07-14 14:46:00+00:00,6293.75,6294.5,6293.5,6293.75,1594,140,-1847,-1439,-1858,-1721,6293.875,6292.518511968775,6294.5,6292.518511968775,-1716.25,-1919.6549564588795,-1439.0,-1919.6549564588795
2025-07-14 14:47:00+00:00,6294.0,6294.5,6290.75,6291.5,2365,-457,-1719,-1551,-2248,-2178,6292.6875,6293.196755984387,6294.5,6290.75,-1924.0,-1817.9524782294397,-1551.0,-2248.0
2025-07-14 14:48:00+00:00,6291.75,6292.25,6289.75,6290.5,1812,-594,-2177,-2137,-2834,-2772,6291.0625,6292.9421279921935,6292.9421279921935,6289.75,-2480.0,-1870.9762391147199,-1870.9762391147199,-2834.0
2025-07-14 14:49:00+00:00,6290.75,6291.25,6289.0,6289.75,1468,-364,-2771,-2748,-3154,-3136,6290.1875,6292.002313996097,6292.002313996097,6289.0,-2952.25,-2175.48811955736,-2175.48811955736,-3154.0
2025-07-14 14:50:00+00:00,6289.5,6290.75,6288.75,6290.0,1375,-163,-3138,-3031,-3341,-3299,6289.75,6291.094906998049,6291.094906998049,6288.75,-3202.25,-2563.86905977868,-2563.86905977868,-3341.0
2025-07-14 14:51:00+00:00,6290.0,6293.75,6290.0,6293.25,2255,617,-3300,-2682,-3314,-2682,6291.75,6290.422453499024,6293.75,6290.0,-2994.5,-2883.05952988934,-2682.0,-3314.0
2025-07-14 14:52:00+00:00,6293.5,6294.0,6292.25,6293.0,1463,107,-2678,-2540,-2701,-2575,6293.1875,6291.086226749512,6294.0,6291.086226749512,-2623.5,-2938.77976494467,-2540.0,-2938.77976494467
2025-07-14 14:53:00+00:00,6293.25,6294.5,6292.75,6294.25,1251,453,-2572,-2117,-2572,-2122,6293.6875,6292.136863374756,6294.5,6292.136863374756,-2345.75,-2781.139882472335,-2117.0,-2781.139882472335
2025-07-14 14:54:00+00:00,6294.25,6294.25,6293.25,6293.5,1070,48,-2108,-2037,-2168,-2074,6293.8125,6292.912181687378,6294.25,6292.912181687378,-2096.75,-2563.4449412361673,-2037.0,-2563.4449412361673
2025-07-14 14:55:00+00:00,6293.5,6296.75,6293.25,6296.5,2792,980,-2077,-1082,-2108,-1094,6295.0,6293.362340843689,6296.75,6293.25,-1590.25,-2330.0974706180837,-1082.0,-2330.0974706180837
2025-07-14 14:56:00+00:00,6296.5,6296.75,6295.0,6295.5,2399,-99,-1083,-821,-1275,-1193,6295.9375,6294.181170421844,6296.75,6294.181170421844,-1093.0,-1960.1737353090418,-821.0,-1960.1737353090418
2025-07-14 14:57:00+00:00,6295.5,6297.0,6294.75,6297.0,993,91,-1197,-1101,-1377,-1102,6296.0625,6295.059335210923,6297.0,6294.75,-1194.25,-1526.586867654521,-1101.0,-1526.586867654521
2025-07-14 14:58:00+00:00,6297.0,6298.0,6296.75,6297.25,2168,106,-1088,-897,-1115,-996,6297.25,6295.560917605461,6298.0,6295.560917605461,-1024.0,-1360.4184338272605,-897.0,-1360.4184338272605
2025-07-14 14:59:00+00:00,6297.25,6297.5,6296.25,6297.5,984,-34,-995,-995,-1168,-1030,6297.125,6296.40545880273,6297.5,6296.25,-1047.0,-1192.2092169136304,-995.0,-1192.2092169136304
2025-07-14 15:00:00+00:00,6297.25,6297.75,6295.5,6297.75,2329,-431,-1032,-962,-1517,-1461,6297.0625,6296.765229401365,6297.75,6295.5,-1243.0,-1119.6046084568152,-962.0,-1517.0
2025-07-14 15:01:00+00:00,6297.75,6301.0,6297.5,6299.25,5781,1061,-1447,121,-1462,-400,6298.875,6296.913864700682,6301.0,6296.913864700682,-797.0,-1181.3023042284076,121.0,-1462.0
2025-07-14 15:02:00+00:00,6299.0,6299.75,6297.75,6299.0,1791,-135,-401,-351,-638,-535,6298.875,6297.894432350341,6299.75,6297.75,-481.25,-989.1511521142038,-351.0,-989.1511521142038
2025-07-14 15:03:00+00:00,6299.0,6300.0,6298.5,6299.5,1262,-96,-528,-501,-641,-631,6299.25,6298.384716175171,6300.0,6298.384716175171,-575.25,-735.2005760571019,-501.0,-735.2005760571019
2025-07-14 15:04:00+00:00,6299.5,6300.5,6296.75,6297.0,2912,-628,-634,-364,-1263,-1259,6298.4375,6298.8173580875855,6300.5,6296.75,-880.0,-655.225288028551,-364.0,-1263.0
2025-07-14 15:05:00+00:00,6296.75,6298.0,6295.25,6296.5,2919,-315,-1260,-1161,-1690,-1574,6296.625,6298.627429043792,6298.627429043792,6295.25,-1421.25,-767.6126440142755,-767.6126440142755,-1690.0
2025-07-14 15:06:00+00:00,6296.5,6297.75,6295.75,6297.25,1627,47,-1595,-1377,-1599,-1527,6296.8125,6297.626214521896,6297.75,6295.75,-1524.5,-1094.4313220071376,-1094.4313220071376,-1599.0
2025-07-14 15:07:00+00:00,6297.25,6298.75,6296.75,6298.5,2117,659,-1526,-831,-1535,-868,6297.8125,6297.2193572609485,6298.75,6296.75,-1190.0,-1309.4656610035688,-831.0,-1535.0
2025-07-14 15:08:00+00:00,6298.25,6299.5,6297.75,6298.5,1381,411,-867,-446,-907,-457,6298.5,6297.515928630474,6299.5,6297.515928630474,-669.25,-1249.7328305017845,-446.0,-1249.7328305017845
2025-07-14 15:09:00+00:00,6298.5,6299.0,6297.5,6298.5,1058,82,-461,-371,-539,-375,6298.375,6298.007964315237,6299.0,6297.5,-436.5,-959.4914152508923,-371.0,-959.4914152508923
2025-07-14 15:10:00+00:00,6298.5,6299.75,6298.0,6298.25,1134,40,-376,-237,-376,-335,6298.625,6298.191482157618,6299.75,6298.0,-331.0,-697.9957076254461,-237.0,-697.9957076254461
2025-07-14 15:11:00+00:00,6298.5,6299.5,6298.5,6299.0,1062,-30,-334,-272,-389,-365,6298.875,6298.408241078809,6299.5,6298.408241078809,-340.0,-514.4978538127231,-272.0,-514.4978538127231
2025-07-14 15:12:00+00:00,6299.0,6300.0,6298.5,6299.5,1299,293,-370,-58,-419,-72,6299.25,6298.641620539404,6300.0,6298.5,-229.75,-427.24892690636153,-58.0,-427.24892690636153
2025-07-14 15:13:00+00:00,6299.5,6300.5,6299.25,6299.5,1131,253,-61,242,-94,181,6299.6875,6298.945810269703,6300.5,6298.945810269703,67.0,-328.49946345318074,242.0,-328.49946345318074
2025-07-14 15:14:00+00:00,6299.75,6300.5,6298.5,6299.5,1148,-20,182,306,124,161,6299.5625,6299.316655134851,6300.5,6298.5,193.25,-130.74973172659037,306.0,-130.74973172659037
2025-07-14 15:15:00+00:00,6299.25,6299.75,6298.0,6299.25,1186,-58,160,260,68,103,6299.0625,6299.439577567426,6299.75,6298.0,147.75,31.250134136704816,260.0,31.250134136704816
2025-07-14 15:16:00+00:00,6299.25,6300.75,6296.75,6297.75,1758,-228,101,311,-186,-125,6298.625,6299.251038783713,6300.75,6296.75,25.25,89.50006706835241,311.0,-186.0
2025-07-14 15:17:00+00:00,6297.5,6298.75,6297.5,6297.75,991,-163,-127,-61,-288,-288,6297.875,6298.938019391857,6298.938019391857,6297.5,-191.0,57.375033534176204,57.375033534176204,-288.0
2025-07-14 15:18:00+00:00,6298.0,6298.75,6297.0,6298.5,1080,-92,-285,-266,-437,-380,6298.0625,6298.406509695928,6298.75,6297.0,-342.0,-66.8124832329119,-66.8124832329119,-437.0
2025-07-14 15:19:00+00:00,6298.5,6299.5,6297.75,6298.75,939,219,-382,-126,-422,-161,6298.625,6298.234504847964,6299.5,6297.75,-272.75,-204.40624161645596,-126.0,-422.0
2025-07-14 15:20:00+00:00,6298.75,6299.0,6297.5,6298.0,1088,-338,-159,-155,-525,-499,6298.3125,6298.429752423982,6299.0,6297.5,-334.5,-238.578120808228,-155.0,-525.0
2025-07-14 15:21:00+00:00,6298.0,6298.75,6297.25,6297.5,587,-91,-500,-500,-617,-590,6297.875,6298.3711262119905,6298.75,6297.25,-551.75,-286.539060404114,-286.539060404114,-617.0
2025-07-14 15:22:00+00:00,6297.75,6298.25,6297.25,6297.75,507,-61,-564,-564,-684,-651,6297.75,6298.123063105995,6298.25,6297.25,-615.75,-419.144530202057,-419.144530202057,-684.0
2025-07-14 15:23:00+00:00,6298.0,6300.25,6297.75,6299.75,1228,242,-648,-393,-692,-409,6298.9375,6297.936531552998,6300.25,6297.75,-535.5,-517.4472651010285,-393.0,-692.0
2025-07-14 15:24:00+00:00,6299.75,6300.0,6299.0,6300.0,819,143,-412,-260,-412,-266,6299.6875,6298.437015776499,6300.0,6298.437015776499,-337.5,-526.4736325505143,-260.0,-526.4736325505143
2025-07-14 15:25:00+00:00,6299.75,6300.5,6299.25,6299.5,1138,106,-269,-96,-270,-160,6299.75,6299.062257888249,6300.5,6299.062257888249,-198.75,-431.9868162752571,-96.0,-431.9868162752571
2025-07-14 15:26:00+00:00,6299.25,6302.0,6299.25,6301.25,2106,812,-161,759,-161,652,6300.4375,6299.406128944125,6302.0,6299.25,272.25,-315.36840813762853,759.0,-315.36840813762853
2025-07-14 15:27:00+00:00,6301.25,6301.5,6300.75,6301.5,936,-4,653,681,597,648,6301.25,6299.921814472063,6301.5,6299.921814472063,644.75,-21.559204068814267,681.0,-21.559204068814267
2025-07-14 15:28:00+00:00,6301.5,6303.75,6301.25,6303.75,2809,1051,663,1699,578,1699,6302.5625,6300.585907236031,6303.75,6300.585907236031,1159.75,311.59539796559284,1699.0,311.59539796559284
2025-07-14 15:29:00+00:00,6303.75,6304.25,6302.75,6304.25,1872,246,1698,1945,1560,1945,6303.75,6301.574203618015,6304.25,6301.574203618015,1787.0,735.6726989827964,1945.0,735.6726989827964
2025-07-14 15:30:00+00:00,6304.25,6305.0,6303.0,6304.25,2646,106,1946,2432,1946,2051,6304.125,6302.662101809008,6305.0,6302.662101809008,2093.75,1261.3363494913983,2432.0,1261.3363494913983
2025-07-14 15:31:00+00:00,6304.25,6304.75,6302.25,6304.0,2395,-533,2075,2083,1429,1518,6303.8125,6303.393550904504,6304.75,6302.25,1776.25,1677.5431747456992,2083.0,1429.0
2025-07-14 15:32:00+00:00,6304.25,6304.25,6302.5,6303.25,1085,-263,1519,1528,1194,1255,6303.5625,6303.603025452252,6304.25,6302.5,1374.0,1726.8965873728496,1726.8965873728496,1194.0
2025-07-14 15:33:00+00:00,6303.5,6303.75,6302.0,6302.75,1103,-117,1265,1285,1054,1138,6303.0,6303.582762726126,6303.75,6302.0,1185.5,1550.4482936864247,1550.4482936864247,1054.0
2025-07-14 15:34:00+00:00,6303.0,6303.5,6302.5,6302.5,885,-5,1146,1350,1133,1133,6302.875,6303.291381363063,6303.5,6302.5,1190.5,1367.9741468432123,1367.9741468432123,1133.0
